state_name,total_population,pct_white,pct_black,pct_native,pct_asian,pct_two_or_more,male_pop,female_pop,pct_male,pct_female,pct_18_29,pct_30_44,pct_45_64,pct_65_plus,pct_hs_or_less,pct_some_college,pct_assoc,pct_bachelor,pct_grad,urban_pop,rural_pop,pct_urban,pct_rural
South Carolina,5212774,0.6406276197663663,0.25296128318626515,0.003227264,0.017212140791064413,0.085273024,2537456,2675318,0.48677652244275316,0.5132234775572468,0.15444444742856683,0.18978148678611426,0.21362464591789324,0.22593785957342483,0.10406041036191818,0.48182736746940896,0.099405768,0.1943939879912718,0.12031246624310944,3492559,1720215,0.67,0.33
South Dakota,899194,0.815213402,0.022407845248077724,0.077307011,0.013961392091139398,0.070436413,455597,443597,0.5066726423886281,0.493327358,0.1547463617417376,0.18959201240221799,0.1956407627275093,0.21555748815049922,0.069854748,0.49687404069869845,0.12225042230225602,0.2151720158285763,0.095848773,503549,395645,0.56,0.44
Tennessee,6986082,0.7347822427506576,0.15872945665395854,0.002474635,0.018497635727722634,0.084795025,3428050,3558032,0.4906970745548077,0.5093029254451923,0.15828271125360396,0.1959796635653575,0.2166262863791178,0.2060956341480103,0.10394206012111455,0.514038713,0.078098517,0.19010565529359594,0.1138150544382902,4610814,2375268,0.66,0.34
Texas,29640343,0.5392984150014728,0.12233788927476312,0.006434001,0.053366386,0.2775565383976832,14789987,14850356,0.49898164133930567,0.5010183586606943,0.1680075024772824,0.21267429327656565,0.2032207926878579,0.16365330185281593,0.1430306182066918,0.4487363349939162,0.07746896,0.2114023325970836,0.1193617540547938,24897888,4742455,0.84,0.16
Utah,3331187,0.8069583004496595,0.011338901118430156,0.010167246690143784,0.023681348420247796,0.138403218,1686562,1644625,0.5062946030949328,0.49370539690506715,0.19166741464829204,0.20847553739853092,0.17307494295576922,0.14336000951012356,0.067197382,0.46509532301191564,0.098499114,0.24274518692176664,0.12646299406315462,2931445,399742,0.88,0.12
Vermont,645254,0.9141128919774228,0.012223093541458093,0.001972866,0.016582617077925903,0.054922558,320321,324933,0.4964262135531124,0.5035737864468876,0.16002380457928195,0.18054595554618802,0.22226286082689917,0.2555691247167782,0.054700257,0.4336084976976043,0.085404626,0.24669111612195355,0.17959550406482994,400057,245197,0.62,0.38
Virginia,8657499,0.6172885494991105,0.18747111608098366,0.003143633,0.068565529,0.1228752091106219,4278490,4379009,0.4941946860172898,0.5058053139827102,0.15953117638246334,0.20332777399107987,0.21840787968904182,0.19996502454115211,0.086624159,0.4208457412129557,0.077751571,0.23328340813721962,0.18149512117558314,6406549,2250950,0.74,0.26
Washington,7740984,0.6783873988113139,0.039557503283820246,0.011653815587269009,0.093993606,0.16937937089134922,3898212,3842772,0.50358094,0.49641906,0.15797461924737216,0.21952028320947312,0.2057171284684221,0.2002912032888842,0.077931141,0.4340982043934099,0.10026553170028472,0.23658000050654937,0.15112512194621444,6502427,1238557,0.84,0.16
West Virginia,1784462,0.9089624772060151,0.032793638,0.000858522,0.007528319,0.049569562,890156,894306,0.49883718454077475,0.5011628154592253,0.1468907715602798,0.179762864,0.22189769241373591,0.25003726613399446,0.1138936118915665,0.5711210666229647,0.082129559,0.13857998963128013,0.094275773,874386,910076,0.49,0.51
Wisconsin,5892023,0.8132486923421718,0.061420330504480376,0.007355029,0.028834069,0.088763571,2950540,2941483,0.5007685815211516,0.49923141847884844,0.15571392032923156,0.1881530333469506,0.21791360963798004,0.22194227687162796,0.066206046,0.49421746650701065,0.11199304695345937,0.21621551888731597,0.11136792147991575,4124416,1767607,0.7,0.3
Wyoming,579761,0.859614565,0.008593196,0.020572270297588145,0.008265475,0.10209379382193697,296646,283115,0.5116694637962884,0.48833053620371153,0.15131235112399766,0.1994390792067766,0.19956154346359967,0.22138777875710852,0.059422914,0.5233145556050002,0.11805948865245358,0.18800062704801973,0.11120241514624378,371047,208714,0.64,0.36
,3254885,0.35218172070595427,0.073047742,0.001719876,0.001854136,0.5711449098816087,1540987,1713898,0.4734382320727153,0.5265617679272847,0.16022778070500188,0.18203930399998772,0.2230634876501013,0.2675556893715139,0.19587457049232523,0.39598327407564643,0.11683437918728524,0.20725984053491117,0.084047936,,,,
